"date","steps","steps_7d_avg","next_date","gap_days","is_gap_anchor"
2016-01-05,6018,NA,2016-01-06,1,FALSE
2016-01-06,8863,NA,2016-01-07,1,FALSE
2016-01-07,5857,NA,2016-01-08,1,FALSE
2016-01-08,5866,7390.42857142857,2016-01-09,1,FALSE
2016-01-09,1289,7445.57142857143,2016-01-10,1,FALSE
2016-01-10,16655,7116,2016-01-11,1,FALSE
2016-01-11,7185,7166.85714285714,2016-01-12,1,FALSE
2016-01-12,6404,7368.28571428571,2016-01-13,1,FALSE
2016-01-13,6556,9838.85714285714,2016-01-14,1,FALSE
2016-01-14,6213,7829.28571428571,2016-01-15,1,FALSE
2016-01-15,7276,7818.42857142857,2016-01-16,1,FALSE
2016-01-16,18583,7910.28571428571,2016-01-17,1,FALSE
2016-01-17,2588,7920.85714285714,2016-01-18,1,FALSE
2016-01-18,7109,7724.42857142857,2016-01-19,1,FALSE
2016-01-19,7047,8421.42857142857,2016-01-20,1,FALSE
2016-01-20,6630,6568,2016-01-21,1,FALSE
2016-01-21,4838,6816.14285714286,2016-01-22,1,FALSE
2016-01-22,12155,6864.14285714286,2016-01-23,1,FALSE
2016-01-23,5609,6789.57142857143,2016-01-24,1,FALSE
2016-01-24,4325,6806.28571428571,2016-01-25,1,FALSE
2016-01-25,7445,7029.71428571429,2016-01-26,1,FALSE
2016-01-26,6525,7188.14285714286,2016-01-27,1,FALSE
2016-01-27,6747,8389.71428571429,2016-01-28,1,FALSE
2016-01-28,6402,9188,2016-01-29,1,FALSE
2016-01-29,13264,9442.85714285714,2016-01-30,1,FALSE
2016-01-30,14020,10007,2016-01-31,1,FALSE
2016-01-31,9913,9940.71428571429,2016-02-01,1,FALSE
2016-02-01,9229,10247.5714285714,2016-02-02,1,FALSE
2016-02-02,10474,9375.42857142857,2016-02-03,1,FALSE
2016-02-03,6283,8680.14285714286,2016-02-04,1,FALSE
2016-02-04,8550,8265.85714285714,2016-02-05,1,FALSE
2016-02-05,7159,8707.42857142857,2016-02-06,1,FALSE
2016-02-06,9153,9049.42857142857,2016-02-07,1,FALSE
2016-02-07,7013,8856.57142857143,2016-02-08,1,FALSE
2016-02-08,12320,8676.85714285714,2016-02-09,1,FALSE
2016-02-09,12868,9679.85714285714,2016-02-10,1,FALSE
2016-02-10,4933,10228.5714285714,2016-02-11,1,FALSE
2016-02-11,7292,9889.28571428571,2016-02-12,1,FALSE
2016-02-12,14180,9234,2016-02-13,1,FALSE
2016-02-13,12994,8392.57142857143,2016-02-14,1,FALSE
2016-02-14,4638,9250.71428571428,2016-02-15,1,FALSE
2016-02-15,7733,8988.14285714286,2016-02-16,1,FALSE
2016-02-16,6978,8182.71428571428,2016-02-17,1,FALSE
2016-02-17,10940,7569.85714285714,2016-02-18,1,FALSE
2016-02-18,5454,7799,2016-02-19,1,FALSE
2016-02-19,8542,8709.42857142857,2016-02-20,1,FALSE
2016-02-20,8704,8679.28571428571,2016-02-21,1,FALSE
2016-02-21,6242,9147.85714285714,2016-02-22,1,FALSE
2016-02-22,14106,9377,2016-02-23,1,FALSE
2016-02-23,6767,8916.71428571428,2016-02-24,1,FALSE
2016-02-24,14220,8742.71428571428,2016-02-25,1,FALSE
2016-02-25,7058,8052,2016-02-26,1,FALSE
2016-02-26,5320,6923.28571428571,2016-02-27,1,FALSE
2016-02-27,7486,6932.85714285714,2016-02-28,1,FALSE
2016-02-28,1407,5930.57142857143,2016-02-29,1,FALSE
2016-02-29,6205,6476.57142857143,2016-03-01,1,FALSE
2016-03-01,6834,6772.42857142857,2016-03-02,1,FALSE
2016-03-02,7204,6403.85714285714,2016-03-03,1,FALSE
2016-03-03,10880,7757.28571428571,2016-03-04,1,FALSE
2016-03-04,7391,8209.28571428571,2016-03-05,1,FALSE
2016-03-05,4906,8015.42857142857,2016-03-06,1,FALSE
2016-03-06,10881,8583.85714285714,2016-03-07,1,FALSE
2016-03-07,9369,7756.71428571429,2016-03-08,1,FALSE
2016-03-08,5477,7838.57142857143,2016-03-09,1,FALSE
2016-03-09,11183,8109.57142857143,2016-03-10,1,FALSE
2016-03-10,5090,7714.71428571429,2016-03-11,1,FALSE
2016-03-11,7964,7707.14285714286,2016-03-12,1,FALSE
2016-03-12,6803,7950.71428571429,2016-03-13,1,FALSE
2016-03-13,8117,7504.42857142857,2016-03-14,1,FALSE
2016-03-14,9316,8988.14285714286,2016-03-15,1,FALSE
2016-03-15,7182,9380.57142857143,2016-03-16,1,FALSE
2016-03-16,8059,10264.2857142857,2016-03-17,1,FALSE
2016-03-17,15476,11400.7142857143,2016-03-18,1,FALSE
2016-03-18,10711,11843.8571428571,2016-03-19,1,FALSE
2016-03-19,12989,14080.5714285714,2016-03-20,1,FALSE
2016-03-20,16072,14184.5714285714,2016-03-21,1,FALSE
2016-03-21,12418,13143.2857142857,2016-03-22,1,FALSE
2016-03-22,22839,13361,2016-03-23,1,FALSE
2016-03-23,8787,13786.5714285714,2016-03-24,1,FALSE
2016-03-24,8187,12984.8571428571,2016-03-25,1,FALSE
2016-03-25,12235,12390.2857142857,2016-03-26,1,FALSE
2016-03-26,15968,11475.7142857143,2016-03-27,1,FALSE
2016-03-27,10460,11038.4285714286,2016-03-28,1,FALSE
2016-03-28,8256,11436.5714285714,2016-03-29,1,FALSE
2016-03-29,16437,10929.4285714286,2016-03-30,1,FALSE
2016-03-30,5726,12236.8571428571,2016-03-31,1,FALSE
2016-03-31,10974,11792.7142857143,2016-04-01,1,FALSE
2016-04-01,8685,11870.5714285714,2016-04-02,1,FALSE
2016-04-02,25120,10441.7142857143,2016-04-03,1,FALSE
2016-04-03,7351,10828.5714285714,2016-04-04,1,FALSE
2016-04-04,8801,10136.8571428571,2016-04-05,1,FALSE
2016-04-05,6435,11177.4285714286,2016-04-06,1,FALSE
2016-04-06,8434,8318.42857142857,2016-04-07,1,FALSE
2016-04-07,6132,8380.57142857143,2016-04-08,1,FALSE
2016-04-08,15969,8156.71428571429,2016-04-09,1,FALSE
2016-04-09,5107,8247.28571428571,2016-04-10,1,FALSE
2016-04-10,7786,7673,2016-04-11,1,FALSE
2016-04-11,7234,7882.71428571429,2016-04-12,1,FALSE
2016-04-12,7069,6745.57142857143,2016-04-13,1,FALSE
2016-04-13,4414,7363.85714285714,2016-04-14,1,FALSE
2016-04-14,7600,6843.71428571429,2016-04-15,1,FALSE
2016-04-15,8009,6904.57142857143,2016-04-16,1,FALSE
2016-04-16,9435,7423.71428571429,2016-04-17,1,FALSE
2016-04-17,4145,8306.71428571429,2016-04-18,1,FALSE
2016-04-18,7660,8692.71428571428,2016-04-19,1,FALSE
2016-04-19,10703,9341.42857142857,2016-04-20,1,FALSE
2016-04-20,10595,9927.28571428571,2016-04-21,1,FALSE
2016-04-21,10302,9626.71428571429,2016-04-22,1,FALSE
2016-04-22,12550,9939.85714285714,2016-04-23,1,FALSE
2016-04-23,13536,9199.71428571428,2016-04-24,1,FALSE
2016-04-24,2041,8674.85714285714,2016-04-25,1,FALSE
2016-04-25,9852,8061.28571428571,2016-04-26,1,FALSE
2016-04-26,5522,7676.14285714286,2016-04-27,1,FALSE
2016-04-27,6921,7337.85714285714,2016-04-28,1,FALSE
2016-04-28,6007,7898.42857142857,2016-04-29,1,FALSE
2016-04-29,9854,7892.85714285714,2016-04-30,1,FALSE
2016-04-30,11168,9292.42857142857,2016-05-01,1,FALSE
2016-05-01,5965,9458.57142857143,2016-05-02,1,FALSE
2016-05-02,9813,9736,2016-05-03,1,FALSE
2016-05-03,15319,9736.57142857143,2016-05-04,1,FALSE
2016-05-04,8084,9221,2016-05-05,1,FALSE
2016-05-05,7949,10166.8571428571,2016-05-06,1,FALSE
2016-05-06,9858,10091.2857142857,2016-05-07,1,FALSE
2016-05-07,7559,8765.42857142857,2016-05-08,1,FALSE
2016-05-08,12586,8503.42857142857,2016-05-09,1,FALSE
2016-05-09,9284,8290.85714285714,2016-05-10,1,FALSE
2016-05-10,6038,7916.42857142857,2016-05-11,1,FALSE
2016-05-11,6250,7773.71428571429,2016-05-12,1,FALSE
2016-05-12,6461,6508.71428571429,2016-05-13,1,FALSE
2016-05-13,7237,6424.57142857143,2016-05-14,1,FALSE
2016-05-14,6560,6578.14285714286,2016-05-15,1,FALSE
2016-05-15,3731,7125.42857142857,2016-05-16,1,FALSE
2016-05-16,8695,7052.42857142857,2016-05-17,1,FALSE
2016-05-17,7113,6710.71428571429,2016-05-18,1,FALSE
2016-05-18,10081,6479.28571428571,2016-05-19,1,FALSE
2016-05-19,5950,7539.14285714286,2016-05-20,1,FALSE
2016-05-20,4845,8157.71428571429,2016-05-21,1,FALSE
2016-05-21,4940,9004.71428571428,2016-05-22,1,FALSE
2016-05-22,11150,9068.71428571428,2016-05-23,1,FALSE
2016-05-23,13025,9283.57142857143,2016-05-24,1,FALSE
2016-05-24,13042,11749.1428571429,2016-05-25,1,FALSE
2016-05-25,10529,12841.1428571429,2016-05-26,1,FALSE
2016-05-26,7454,12259.2857142857,2016-05-27,1,FALSE
2016-05-27,22104,12303.5714285714,2016-05-28,1,FALSE
2016-05-28,12584,11147.4285714286,2016-05-29,1,FALSE
2016-05-29,7077,10708.5714285714,2016-05-30,1,FALSE
2016-05-30,13335,10707.2857142857,2016-05-31,1,FALSE
2016-05-31,4949,8972.14285714286,2016-06-01,1,FALSE
2016-06-01,7457,9103,2016-06-02,1,FALSE
2016-06-02,7445,9347.85714285714,2016-06-03,1,FALSE
2016-06-03,9958,8716.14285714286,2016-06-04,1,FALSE
2016-06-04,13500,9825.57142857143,2016-06-05,1,FALSE
2016-06-05,8791,9357.42857142857,2016-06-06,1,FALSE
2016-06-06,8913,9595,2016-06-07,1,FALSE
2016-06-07,12715,9686.71428571429,2016-06-08,1,FALSE
2016-06-08,4180,9388.71428571429,2016-06-09,1,FALSE
2016-06-09,9108,10179.2857142857,2016-06-10,1,FALSE
2016-06-10,10600,11433.2857142857,2016-06-11,1,FALSE
2016-06-11,11414,12454.5714285714,2016-06-12,1,FALSE
2016-06-12,14325,13645.8571428571,2016-06-13,1,FALSE
2016-06-13,17691,14013.4285714286,2016-06-14,1,FALSE
2016-06-14,19864,15922.5714285714,2016-06-15,1,FALSE
2016-06-15,12519,16114,2016-06-16,1,FALSE
2016-06-16,11681,15384.8571428571,2016-06-17,1,FALSE
2016-06-17,23964,14321.8571428571,2016-06-18,1,FALSE
2016-06-18,12754,12464.5714285714,2016-06-19,1,FALSE
2016-06-19,9221,11805.7142857143,2016-06-20,1,FALSE
2016-06-20,10250,11153.7142857143,2016-06-21,1,FALSE
2016-06-21,6863,8792,2016-06-22,1,FALSE
2016-06-22,7907,8228.42857142857,2016-06-23,1,FALSE
2016-06-23,7117,8704.57142857143,2016-06-24,1,FALSE
2016-06-24,7432,8271.85714285714,2016-06-25,1,FALSE
2016-06-25,8809,9179,2016-06-26,1,FALSE
2016-06-26,12554,8894.57142857143,2016-06-27,1,FALSE
2016-06-27,7221,9693.57142857143,2016-06-28,1,FALSE
2016-06-28,13213,9523.57142857143,2016-06-29,1,FALSE
2016-06-29,5916,10469.8571428571,2016-06-30,1,FALSE
2016-06-30,12710,9755.57142857143,2016-07-01,1,FALSE
2016-07-01,6242,10544.2857142857,2016-07-02,1,FALSE
2016-07-02,15433,10628.1428571429,2016-07-03,1,FALSE
2016-07-03,7554,11597.5714285714,2016-07-04,1,FALSE
2016-07-04,12742,11183.5714285714,2016-07-05,1,FALSE
2016-07-05,13800,12911.8571428571,2016-07-06,1,FALSE
2016-07-06,12702,12235.5714285714,2016-07-07,1,FALSE
2016-07-07,9812,12026.2857142857,2016-07-08,1,FALSE
2016-07-08,18340,11641.1428571429,2016-07-09,1,FALSE
2016-07-09,10699,11818.8571428571,2016-07-10,1,FALSE
2016-07-10,6089,11024.2857142857,2016-07-11,1,FALSE
2016-07-11,10046,11465.4285714286,2016-07-12,1,FALSE
2016-07-12,15044,10569,2016-07-13,1,FALSE
2016-07-13,7140,11182.1428571429,2016-07-14,1,FALSE
2016-07-14,12900,11807,2016-07-15,1,FALSE
2016-07-15,12065,11365.1428571429,2016-07-16,1,FALSE
2016-07-16,14991,10167.4285714286,2016-07-17,1,FALSE
2016-07-17,10463,10475.4285714286,2016-07-18,1,FALSE
2016-07-18,6953,10513.5714285714,2016-07-19,1,FALSE
2016-07-19,6660,10165.1428571429,2016-07-20,1,FALSE
2016-07-20,9296,9111.85714285714,2016-07-21,1,FALSE
2016-07-21,13167,9515.28571428571,2016-07-22,1,FALSE
2016-07-22,9626,10715.8571428571,2016-07-23,1,FALSE
2016-07-23,7618,10727.2857142857,2016-07-24,1,FALSE
2016-07-24,13287,10531.1428571429,2016-07-25,1,FALSE
2016-07-25,15357,10419.5714285714,2016-07-26,1,FALSE
2016-07-26,6740,9810.28571428571,2016-07-27,1,FALSE
2016-07-27,7923,9041.42857142857,2016-07-28,1,FALSE
2016-07-28,12386,7678.42857142857,2016-07-29,1,FALSE
2016-07-29,5361,6777.28571428571,2016-07-30,1,FALSE
2016-07-30,2236,6742.14285714286,2016-07-31,1,FALSE
2016-07-31,3746,6379.42857142857,2016-08-01,1,FALSE
2016-08-01,9049,6182.71428571429,2016-08-02,1,FALSE
2016-08-02,6494,6815.71428571429,2016-08-03,1,FALSE
2016-08-03,5384,7229.57142857143,2016-08-04,1,FALSE
2016-08-04,11009,7597.71428571428,2016-08-05,1,FALSE
2016-08-05,9792,7962,2016-08-06,1,FALSE
2016-08-06,5133,8290.71428571428,2016-08-07,1,FALSE
2016-08-07,6323,8669.42857142857,2016-08-08,1,FALSE
2016-08-08,11599,8224.14285714286,2016-08-09,1,FALSE
2016-08-09,8795,7714.57142857143,2016-08-10,1,FALSE
2016-08-10,8035,9368.85714285714,2016-08-11,1,FALSE
2016-08-11,7892,9819.57142857143,2016-08-12,1,FALSE
2016-08-12,6225,10775.5714285714,2016-08-13,1,FALSE
2016-08-13,16713,14667.5714285714,2016-08-14,1,FALSE
2016-08-14,9478,15547.4285714286,2016-08-15,1,FALSE
2016-08-15,18291,15296.1428571429,2016-08-16,1,FALSE
2016-08-16,36039,15713,2016-08-17,1,FALSE
2016-08-17,14194,14362.5714285714,2016-08-18,1,FALSE
2016-08-18,6133,13860.8571428571,2016-08-19,1,FALSE
2016-08-19,9143,12381.4285714286,2016-08-20,1,FALSE
2016-08-20,7260,8202,2016-08-21,1,FALSE
2016-08-21,5966,7746.85714285714,2016-08-22,1,FALSE
2016-08-22,7935,7694.28571428571,2016-08-23,1,FALSE
2016-08-23,6783,8357,2016-08-24,1,FALSE
2016-08-24,11008,8661.71428571428,2016-08-25,1,FALSE
2016-08-25,5765,9032.85714285714,2016-08-26,1,FALSE
2016-08-26,13782,8783.28571428571,2016-08-27,1,FALSE
2016-08-27,9393,9156.85714285714,2016-08-28,1,FALSE
2016-08-28,8564,9049.28571428571,2016-08-29,1,FALSE
2016-08-29,6188,9641.71428571429,2016-08-30,1,FALSE
2016-08-30,9398,8785.85714285714,2016-08-31,1,FALSE
2016-08-31,10255,8229.85714285714,2016-09-01,1,FALSE
2016-09-01,9912,8080.71428571429,2016-09-02,1,FALSE
2016-09-02,7791,8580.71428571429,2016-09-03,1,FALSE
2016-09-03,5501,8939.28571428571,2016-09-04,1,FALSE
2016-09-04,7520,8017.42857142857,2016-09-05,1,FALSE
2016-09-05,9688,7502.28571428571,2016-09-06,1,FALSE
2016-09-06,11908,7757.57142857143,2016-09-07,1,FALSE
2016-09-07,3802,8167.57142857143,2016-09-08,1,FALSE
2016-09-08,6306,7376.28571428571,2016-09-09,1,FALSE
2016-09-09,9578,7336,2016-09-10,1,FALSE
2016-09-10,8371,6471.14285714286,2016-09-11,1,FALSE
2016-09-11,1981,7204.14285714286,2016-09-12,1,FALSE
2016-09-12,9406,7113.42857142857,2016-09-13,1,FALSE
2016-09-13,5854,6714.14285714286,2016-09-14,1,FALSE
2016-09-14,8933,7201.85714285714,2016-09-15,1,FALSE
2016-09-15,5671,8115.71428571429,2016-09-16,1,FALSE
2016-09-16,6783,8683.42857142857,2016-09-17,1,FALSE
2016-09-17,11785,9631.85714285714,2016-09-18,1,FALSE
2016-09-18,8378,9317.85714285714,2016-09-19,1,FALSE
2016-09-19,13380,10204.5714285714,2016-09-20,1,FALSE
2016-09-20,12493,10044.8571428571,2016-09-21,1,FALSE
2016-09-21,6735,9683,2016-09-22,1,FALSE
2016-09-22,11878,10503.5714285714,2016-09-23,1,FALSE
2016-09-23,5665,9956.71428571429,2016-09-24,1,FALSE
2016-09-24,9252,9369.85714285714,2016-09-25,1,FALSE
2016-09-25,14122,9726.28571428571,2016-09-26,1,FALSE
2016-09-26,9552,9290.42857142857,2016-09-27,1,FALSE
2016-09-27,8385,10976.1428571429,2016-09-28,1,FALSE
2016-09-28,9230,10717.8571428571,2016-09-29,1,FALSE
2016-09-29,8827,9841.85714285714,2016-09-30,1,FALSE
2016-09-30,17465,9428,2016-10-01,1,FALSE
2016-10-01,7444,9202.71428571429,2016-10-02,1,FALSE
2016-10-02,7990,8956.28571428571,2016-10-03,1,FALSE
2016-10-03,6655,8949.57142857143,2016-10-04,1,FALSE
2016-10-04,6808,8237.71428571428,2016-10-05,1,FALSE
2016-10-05,7505,9020,2016-10-06,1,FALSE
2016-10-06,8780,8520.71428571429,2016-10-07,1,FALSE
2016-10-07,12482,8924.14285714286,2016-10-08,1,FALSE
2016-10-08,12920,9294.42857142857,2016-10-09,1,FALSE
2016-10-09,4495,9301,2016-10-10,1,FALSE
2016-10-10,9479,9707.14285714286,2016-10-11,1,FALSE
2016-10-11,9400,10014.8571428571,2016-10-12,1,FALSE
2016-10-12,7551,9756.85714285714,2016-10-13,1,FALSE
2016-10-13,11623,10132.7142857143,2016-10-14,1,FALSE
2016-10-14,14636,9756.14285714286,2016-10-15,1,FALSE
2016-10-15,11114,10157.8571428571,2016-10-16,1,FALSE
2016-10-16,7126,10354.7142857143,2016-10-17,1,FALSE
2016-10-17,6843,9638.71428571428,2016-10-18,1,FALSE
2016-10-18,12212,8471.85714285714,2016-10-19,1,FALSE
2016-10-19,8929,10210.7142857143,2016-10-20,1,FALSE
2016-10-20,6611,10153.7142857143,2016-10-21,1,FALSE
2016-10-21,6468,10871,2016-10-22,1,FALSE
2016-10-22,23286,10769.4285714286,2016-10-23,1,FALSE
2016-10-23,6727,10354.8571428571,2016-10-24,1,FALSE
2016-10-24,11864,10971.4285714286,2016-10-25,1,FALSE
2016-10-25,11501,11478.1428571429,2016-10-26,1,FALSE
2016-10-26,6027,9667.42857142857,2016-10-27,1,FALSE
2016-10-27,10927,9614.71428571428,2016-10-28,1,FALSE
2016-10-28,10015,9271.57142857143,2016-10-29,1,FALSE
2016-10-29,10611,8933.42857142857,2016-10-30,1,FALSE
2016-10-30,6358,8954.14285714286,2016-10-31,1,FALSE
2016-10-31,9462,8298.14285714286,2016-11-01,1,FALSE
2016-11-01,9134,8380.71428571428,2016-11-02,1,FALSE
2016-11-02,6172,7648.71428571429,2016-11-03,1,FALSE
2016-11-03,6335,8533.71428571428,2016-11-04,1,FALSE
2016-11-04,10593,8417.71428571429,2016-11-05,1,FALSE
2016-11-05,5487,8674.57142857143,2016-11-06,1,FALSE
2016-11-06,12553,8934.57142857143,2016-11-07,1,FALSE
2016-11-07,8650,9677.42857142857,2016-11-08,1,FALSE
2016-11-08,10932,9747.71428571428,2016-11-09,1,FALSE
2016-11-09,7992,10002.7142857143,2016-11-10,1,FALSE
2016-11-10,11535,9111.28571428571,2016-11-11,1,FALSE
2016-11-11,11085,9291.57142857143,2016-11-12,1,FALSE
2016-11-12,7272,9336.71428571429,2016-11-13,1,FALSE
2016-11-13,6313,9211.14285714286,2016-11-14,1,FALSE
2016-11-14,9912,8590.71428571428,2016-11-15,1,FALSE
2016-11-15,11248,8115.57142857143,2016-11-16,1,FALSE
2016-11-16,7113,8828.28571428571,2016-11-17,1,FALSE
2016-11-17,7192,8828.14285714286,2016-11-18,1,FALSE
2016-11-18,7759,8250.42857142857,2016-11-19,1,FALSE
2016-11-19,12261,8385.57142857143,2016-11-20,1,FALSE
2016-11-20,6312,8613.42857142857,2016-11-21,1,FALSE
2016-11-21,5868,8085.71428571429,2016-11-22,1,FALSE
2016-11-22,12194,8942,2016-11-23,1,FALSE
2016-11-23,8708,8148,2016-11-24,1,FALSE
2016-11-24,3498,7735.28571428571,2016-11-25,1,FALSE
2016-11-25,13753,7849.28571428571,2016-11-26,1,FALSE
2016-11-26,6703,7778.28571428571,2016-11-27,1,FALSE
2016-11-27,3423,7833.57142857143,2016-11-28,1,FALSE
2016-11-28,6666,8827.28571428571,2016-11-29,1,FALSE
2016-11-29,11697,8184.42857142857,2016-11-30,1,FALSE
2016-11-30,9095,7854.28571428571,2016-12-01,1,FALSE
2016-12-01,10454,8042.57142857143,2016-12-02,1,FALSE
2016-12-02,9253,8331.71428571428,2016-12-03,1,FALSE
2016-12-03,4392,7862,2016-12-04,1,FALSE
2016-12-04,4741,8212.85714285714,2016-12-05,1,FALSE
2016-12-05,8690,8486.57142857143,2016-12-06,1,FALSE
2016-12-06,8409,7716.57142857143,2016-12-07,1,FALSE
2016-12-07,11551,8547.85714285714,2016-12-08,1,FALSE
2016-12-08,12370,8390.85714285714,2016-12-09,1,FALSE
2016-12-09,3863,7686.85714285714,2016-12-10,1,FALSE
2016-12-10,10211,7439,2016-12-11,1,FALSE
2016-12-11,3642,6152.57142857143,2016-12-12,1,FALSE
2016-12-12,3762,4925.57142857143,2016-12-13,1,FALSE
2016-12-13,6674,5004.28571428571,2016-12-14,1,FALSE
2016-12-14,2546,4826.71428571429,2016-12-15,1,FALSE
2016-12-15,3781,5232.57142857143,2016-12-16,1,FALSE
2016-12-16,4414,5271.57142857143,2016-12-17,1,FALSE
2016-12-17,8968,5464,2016-12-18,1,FALSE
2016-12-18,6483,5811.57142857143,2016-12-19,1,FALSE
2016-12-19,4035,6687.71428571429,2016-12-20,1,FALSE
2016-12-20,8021,8104.28571428571,2016-12-21,1,FALSE
2016-12-21,4979,7389.57142857143,2016-12-22,1,FALSE
2016-12-22,9914,6689.42857142857,2016-12-23,1,FALSE
2016-12-23,14330,7426.85714285714,2016-12-24,1,FALSE
2016-12-24,3965,7210.85714285714,2016-12-25,1,FALSE
2016-12-25,1582,8169.85714285714,2016-12-26,1,FALSE
2016-12-26,9197,7509.57142857143,2016-12-27,1,FALSE
2016-12-27,6509,6178.28571428571,2016-12-28,1,FALSE
2016-12-28,11692,6748.14285714286,2016-12-29,1,FALSE
2016-12-29,5292,7868.28571428571,2016-12-30,1,FALSE
2016-12-30,5011,8279.57142857143,2016-12-31,1,FALSE
2016-12-31,7954,7869,2017-01-01,1,FALSE
2017-01-01,9423,7148.85714285714,2017-01-02,1,FALSE
2017-01-02,12076,7585.42857142857,2017-01-03,1,FALSE
2017-01-03,3635,8423.28571428571,2017-01-04,1,FALSE
2017-01-04,6651,8231.14285714286,2017-01-05,1,FALSE
2017-01-05,8348,8170.85714285714,2017-01-06,1,FALSE
2017-01-06,10876,7375.28571428571,2017-01-07,1,FALSE
2017-01-07,6609,7790,2017-01-08,1,FALSE
2017-01-08,9001,8687.71428571428,2017-01-09,1,FALSE
2017-01-09,6507,8408,2017-01-10,1,FALSE
2017-01-10,6538,8166.28571428571,2017-01-11,1,FALSE
2017-01-11,12935,8328.28571428571,2017-01-12,1,FALSE
2017-01-12,6390,8471,2017-01-13,1,FALSE
2017-01-13,9184,8578.42857142857,2017-01-14,1,FALSE
2017-01-14,7743,9350.71428571428,2017-01-15,1,FALSE
2017-01-15,10000,8662.42857142857,2017-01-16,1,FALSE
2017-01-16,7259,8804.85714285714,2017-01-17,1,FALSE
2017-01-17,11944,8482.57142857143,2017-01-18,1,FALSE
2017-01-18,8117,8751.71428571429,2017-01-19,1,FALSE
2017-01-19,7387,8220.28571428571,2017-01-20,1,FALSE
2017-01-20,6928,8016,2017-01-21,1,FALSE
2017-01-21,9627,7628.85714285714,2017-01-22,1,FALSE
2017-01-22,6280,7703.28571428571,2017-01-23,1,FALSE
2017-01-23,5829,7812.28571428571,2017-01-24,1,FALSE
2017-01-24,9234,7977,2017-01-25,1,FALSE
2017-01-25,8638,7542.85714285714,2017-01-26,1,FALSE
2017-01-26,8150,7469.57142857143,2017-01-27,1,FALSE
2017-01-27,8081,8014.57142857143,2017-01-28,1,FALSE
2017-01-28,6588,8230.85714285714,2017-01-29,1,FALSE
2017-01-29,5767,7882.14285714286,2017-01-30,1,FALSE
2017-01-30,9644,7721.85714285714,2017-01-31,1,FALSE
2017-01-31,10748,7906.42857142857,2017-02-01,1,FALSE
2017-02-01,6197,8329.57142857143,2017-02-02,1,FALSE
2017-02-02,7028,8245.57142857143,2017-02-03,1,FALSE
2017-02-03,9373,8857.42857142857,2017-02-04,1,FALSE
2017-02-04,9550,8493.28571428571,2017-02-05,1,FALSE
2017-02-05,5179,8760.14285714286,2017-02-06,1,FALSE
2017-02-06,13927,8582.28571428571,2017-02-07,1,FALSE
2017-02-07,8199,8420.57142857143,2017-02-08,1,FALSE
2017-02-08,8065,8410.57142857143,2017-02-09,1,FALSE
2017-02-09,5783,9242.14285714286,2017-02-10,1,FALSE
2017-02-10,8241,8393,2017-02-11,1,FALSE
2017-02-11,9480,7973.57142857143,2017-02-12,1,FALSE
2017-02-12,11000,7888.71428571429,2017-02-13,1,FALSE
2017-02-13,7983,8090.85714285714,2017-02-14,1,FALSE
2017-02-14,5263,8612.28571428571,2017-02-15,1,FALSE
2017-02-15,7471,8826,2017-02-16,1,FALSE
2017-02-16,7198,8508,2017-02-17,1,FALSE
2017-02-17,11891,8465.85714285714,2017-02-18,1,FALSE
2017-02-18,10976,8654.71428571429,2017-02-19,1,FALSE
2017-02-19,8774,8729.28571428571,2017-02-20,1,FALSE
2017-02-20,7688,8645.85714285714,2017-02-21,1,FALSE
2017-02-21,6585,8155,2017-02-22,1,FALSE
2017-02-22,7993,7482.85714285714,2017-02-23,1,FALSE
2017-02-23,6614,7544.71428571429,2017-02-24,1,FALSE
2017-02-24,8455,8285.85714285714,2017-02-25,1,FALSE
2017-02-25,6271,8151,2017-02-26,1,FALSE
2017-02-26,9207,8110.85714285714,2017-02-27,1,FALSE
2017-02-27,12876,8289,2017-02-28,1,FALSE
2017-02-28,5641,8592.14285714286,2017-03-01,1,FALSE
2017-03-01,7712,8558.57142857143,2017-03-02,1,FALSE
2017-03-02,7861,8593.57142857143,2017-03-03,1,FALSE
2017-03-03,10577,7965.57142857143,2017-03-04,1,FALSE
2017-03-04,6036,8067.42857142857,2017-03-05,1,FALSE
2017-03-05,9452,7830.57142857143,2017-03-06,1,FALSE
2017-03-06,8480,7577.71428571429,2017-03-07,1,FALSE
2017-03-07,6354,8237.85714285714,2017-03-08,1,FALSE
2017-03-08,6054,8888.71428571428,2017-03-09,1,FALSE
2017-03-09,6091,8488.71428571428,2017-03-10,1,FALSE
2017-03-10,15198,8285,2017-03-11,1,FALSE
2017-03-11,10592,8393,2017-03-12,1,FALSE
2017-03-12,6652,8651.57142857143,2017-03-13,1,FALSE
2017-03-13,7054,8679,2017-03-14,1,FALSE
2017-03-14,7110,7479.57142857143,2017-03-15,1,FALSE
2017-03-15,7864,7211.85714285714,2017-03-16,1,FALSE
2017-03-16,6283,7577.14285714286,2017-03-17,1,FALSE
2017-03-17,6802,7714.85714285714,2017-03-18,1,FALSE
2017-03-18,8718,7915.42857142857,2017-03-19,1,FALSE
2017-03-19,9209,8358.42857142857,2017-03-20,1,FALSE
2017-03-20,8018,9143.14285714286,2017-03-21,1,FALSE
2017-03-21,8514,8967.42857142857,2017-03-22,1,FALSE
2017-03-22,10965,9627.85714285714,2017-03-23,1,FALSE
2017-03-23,11776,9643,2017-03-24,1,FALSE
